,title,year,genre,synopsis
2808,겟 카터,2000,영화,"자기만의 방식으로 정의를 실현하는 해결사 카터. 동생의 사망 소식에 고향으로 돌아온다. 하지만 캐낼수록 석연치 않은 동생의 죽음. 받은 만큼, 아니 그 이상을 갚아주마."
2809,제럴드의 게임,2017,영화 NETFLIX ORIGINAL,"어긋난 섹스 게임, 외딴 별장에 홀로 남겨진 아내. 침대에 결박된 채로, 그녀는 뒤틀린 환상과 어두운 비밀에 휩싸인다. 그리고 피하고 싶은 선택의 순간이 다가온다."
2810,조지아 룰,2007,영화,사고뭉치 딸의 행동을 견디다 못한 엄마가 딸을 아이다호의 친정어머니에게 보내버린다. 자신만의 엄격한 규칙대로 사는 외할머니와 손녀의 동거는 어떤 결말로 이어질까?
2811,조지 해리슨: 물질 세계에서의 삶,2011,영화,'비틀스' 멤버 조지 해리슨의 삶과 음악을 인터뷰와 각종 기록물을 통해 세밀하게 들여다본다. 거장 마틴 스코세이지가 메가폰을 잡은 작품.
2812,지니어스,2016,영화,어니스트 헤밍웨이와 스콧 피츠제럴드의 숨은 조력자 맥스 퍼킨스. 고지식한 편집자와 원석 같은 작가 토머스 울프의 만남. 또 한 명의 천재 작가 탄생을 예고한다!
2813,특급 납치 악몽,2015,영화,어설픈 납치범들이 클럽을 배회하는 음반회사 사장과 유명인사를 납치해 몸값을 요구하면서 어지럽게 꼬여만 가는 하룻밤의 사건을 그린 블랙코미디.
2814,가펑클 앤 오츠: 스페셜로 스페셜해지기,2016,영화,가펑클 앤 오츠는 자신들만의 코미디 특별편 제작비를 마련하기 위해 시애틀에서 놀라운 재미가 가득한 쇼를 연다.
2815,갱스터 스쿼드,2013,영화,악명 높은 폭도들의 보스 미키 코헨이 로스앤젤레스를 손아귀에 넣으려고 한다. 하지만 그의 계획은 코헨을 끌어내리려는 냉혈한 경찰의 손에 달려 있는데...
2816,강남 1970,2015,영화,넝마주이로 근근이 살아가던 종대와 용기. 정치 권력까지 개입된 강남땅 이권 다툼의 한복판에 서게 된다. 서로에게 칼끝을 겨누는 두 사람. 욕망의 질주는 이미 시작되었다.
2817,간두,2010,영화,이 추상 영화에서 허무주의자 래퍼 간두는 어머니 내연남의 돈을 훔쳐 마약에 취한 상태에서 인력거꾼과 함께 광란의 질주를 시작한다.
2818,게임 오버,2018,영화 NETFLIX ORIGINAL,"꿈은 원대하지만 실행하자니 귀찮다! 호텔에서 일하는 게으름뱅이 세 친구. 테러리스트가 그들의 일터를 점령하자 어쩔 수 없이 몸을 움직이는데, 왠지 점점 용감해진다?"
2819,갈리폴리의 유령들,2006,영화,"1차 세계 대전의 갈리폴리 전투를 생동감 넘치는 재현과 3D 애니메이션, 저명한 전문가와의 인터뷰를 통해 자세히 되짚어보는 다큐드라마."
2820,가가린: 미래를 사랑한 남자,2013,영화,"인류 최초로 우주 비행에 성공한 가가린. 노동자 계급에서 태어나 1961년 보스토크 계획에 선발되기까지, 미지와 도전으로 가득한 그의 인생이 별처럼 눈부시게 펼쳐진다."
2821,레이디 가가: 155CM의 도발,2017,영화 NETFLIX ORIGINAL,"스스로 이슈가 되는 팝의 여왕 레이디 가가. 그런 그녀도 새 앨범 발매와 슈퍼볼 하프타임 쇼를 앞두고 탈진 직전까지 몰린다. 불안과 외로움을 견디는, 스타의 뒷모습."
2822,가드 엘마레: 고삐 풀린 코미디,2017,영화 NETFLIX ORIGINAL,"앉으면 큰일 나는 '스탠드업 코미디언 비자'의 소유자 가드 엘마레가 미국 이민국의 복잡한 비자 유형, 골때리는 영어 발음 등 미국에서 받은 문화 충격 이야기를 공감 백배 직설 화법으로 쏟아낸다."
2823,가드 엘마레: 아메리칸 드림,2018,영화 NETFLIX ORIGINAL,"프랑스 인기 코미디언 가드 엘마레, 영어로 스탠드업 코미디에 도전! 미국 데이트 문화 때문에 아직도 싱글 신세? 은어는 또 뭐가 이리 많담? 좌충우돌 미국을 주유한다!"
2824,가브리엘 이글레시아스: 푹신한 개그맨의 기아 체험,2016,영화 NETFLIX ORIGINAL,"'꽃가라 남방' 애호가 '푹신남' 이글레시아스에게는 모든 것이 웃음의 소재다. 인종차별적인 선물 바구니도, 아마조네스 타코 트럭도, 지엄하신 '짭새 님'마저도!"
2825,가브리엘 이글레시아스: 두루두루 쇼,2019,영화 NETFLIX ORIGINAL,"독립할 생각을 않는 아들 때문에 골치 아픈 가브리엘. 스눕 독을 만나러 갔다가 길을 잃었네? 어쩌다 크리스 록과 안면도 트고! 2019년 스탠드업 스페셜, 웃으며 살자고요."
2826,고질라: 행성포식자,2018,영화 NETFLIX ORIGINAL,인류를 지키기 위해 고질라에 맞서온 하루오. 그러나 복수의 기회를 놓친 그는 갈 길을 잃는다. 그 틈을 노린 엑시프는 지구를 파멸시킬 또 다른 괴수를 소환하려 한다.
2827,고질라: 결전기동증식도시,2018,영화 NETFLIX ORIGINAL,지구에 착륙한 하루오와 동료들. 그들은 신비한 원주민 후투아의 본거지로 끌려간다. 낯선 언어를 속삭이는 그들의 비밀은 무엇일까. 메카-고질라 시티에는 무엇이 있을까.
2828,간츠: O,2016,영화,"한 번 죽었다가 다시 살아난 이들. 정체불명의 괴물을 죽여 100점을 채우면 3가지 보상을 받을 수 있다: 최신 무기, 죽은 자의 부활, 그리고 현실 세계로의 귀환."
2829,고라 행성의 불청객,2004,영화,가짜 UFO 사진을 만들던 카펫 상인 아리프가 외계인에게 납치된다. 고라 행성으로 간 아리프는 운석 충돌에서 친구들을 구하고 자유를 되찾는다.
2830,푸투루 해변,2014,영화,"브라질의 인명 구조원 도나토는 물에 빠진 관광객을 구해내지 못한 후 현실도피에 빠지고, 그를 동경해온 남동생은 이에 절망한다."
2831,퓨리,2014,영화,"제2차 세계대전, 베테랑으로 구성된 전차에 신참이 합류한다. 임무는 적진을 헤쳐 아군을 지원하는 것. 인간성은 말살되었고 정신은 피폐하다. 병력은 부족하고 적군은 강력하다. 아비규환 속에서 이들은 어디까지 나아갈 수 있을 것인가."
2832,분노의 질주 7,2015,영화,"범죄 조직 소탕 후 평범한 일상으로 돌아온 멤버들. 하지만 평화도 잠시, 이들을 향해 복수의 칼을 뽑아 든 자가 있었으니. 하나둘 이어지는 그의 공격에 다시 뭉친 팀. 최악의 적에 대항한 그들의 거침없는 반격이 숨 가쁘게 펼쳐진다."
2833,화니 걸,1968,영화,"무대에 서기엔 살짝 부족한 외모 때문에 주목받지 못하는 패니 브라이스. 그러나 타고난 재능은 숨길 수 없는 법, 파격적인 연기로 브로드웨이의 스타로 우뚝 선다. 하지만 거칠 것 없는 그녀도 도박꾼과의 사랑만은 피할 수 없었으니!"
2834,크로스핏 워리어,2016,영화,"고강도 운동 중에서도 가장 힘들다는 크로스핏. 체력의 한계를 뛰어넘어 삶을 변화시킨 마니아들의 눈을 통해, 식을 줄 모르는 크로스핏의 인기와 그 극한의 세계를 조명한다."
2835,공중돌기 너머,2015,영화,사고로 올림픽 출전의 꿈을 접어야 했던 체조선수 아리아나 베를린은 힙합과 대학 스포츠 경기 활동을 통해 점차 회복하며 희망을 찾는다.
2836,풀 메탈 자켓,1987,영화,"해군 신병들이 기초 훈련의 지독한 시련을 이겨낸 후, 베트남군의 끝없는 구정 공세와 마주하게 되는 내용을 담은 드라마"
2837,겨울왕국,2013,영화,"엘사 여왕의 신비로운 힘 때문에 아렌델 왕국이 꽁꽁 얼어붙자, 용감무쌍한 동생 안나는 엘사를 찾고 저주를 풀기로 맹세한다."
2838,피트니스 최강자 프로닝,2016,영화,사상 최초로 크로스핏 게임즈 4년 연속 우승에 도전하는 리치 프로닝 주니어의 힘든 훈련 과정을 살펴보자.
2839,돈 많은 친구들,2006,영화,"LA에 사는 4명의 오랜 친구들. 유부녀와 싱글녀, 생활이 넉넉한 친구와 형편이 여의치 않은 친구. 이들의 우정은 계속될 수 있을까?"
2840,13일의 금요일,2009,영화,고전이 된 슬래셔 영화 《13일의 금요일》을 리메이크한 작품. 10대 캠프 지도 학생들이 가면을 쓴 살인마 제이슨 부히스의 분노에 불을 붙인다.
2841,프레시 드레스드,2015,영화,처음에는 흑인 문화에서 시작된 힙합 패션이 이제는 대중들에게 널리 퍼지면서 완전히 새로운 의미를 가지게 되었다.
2842,프렌치 더티,2015,영화,목표 없이 살아가는 백수. 친구들과 노는 것만 좋아하고 전혀 어른스럽지 못하다. 하지만 절친의 여자친구와 바람을 피우게 된 후로 변하기 시작한다.
2843,프리웨이: 마약왕 릭 로스,2015,영화,"미국 전역의 도심을 장악한 마약 제국. 그 중심에는 마약 두목 '프리웨이' 릭 로스가 있었다. 좀처럼 끝이 보이지 않는 마약과의 전쟁, 그 이면의 추악한 진실을 파헤친다."
2844,프리잭,1992,영화,사고로 죽음을 맞기 직전 현상금 사냥꾼에 의해 미래로 끌려온 카레이서. 건강한 몸에 뇌를 이식해 영원히 살고자 하는 부자의 표적이 된 것이다!
2845,블랙 프린스: 밸런타인데이,2019,영화 NETFLIX ORIGINAL,"마구간에 사랑의 계절이 찾아오고, 조이와 친구들은 전설 속의 돌을 찾아 나선다. 예측할 수 없는 소녀들의 모험. 과연 어디로 이어질까? 밸런타인데이의 기적이 펼쳐진다."
2846,블랙 프린스: 크리스마스 캐럴,2018,영화 NETFLIX ORIGINAL,겨울 파티를 준비하는 브라이트필즈. 조이는 부서진 장식품을 통해 가족의 비밀을 알게 된다. 마구간에 울려 퍼지는 캐럴과 함께하는 《블랙 프린스》 크리스마스 스페셜.
2847,터키,2013,영화,원수지간이던 칠면조 두 마리는 타임머신을 발견한 후 추수감사절 메뉴에서 칠면조를 빼기 위해 과거로 시간여행을 떠난다.
2848,프레드 아미슨: 드럼! 드럼! 드럼!,2018,영화 NETFLIX ORIGINAL,"이런 리듬 나만 어색해? 코미디언이자 드러머 프레드 아미슨, 100% 드러머 관객 속에서 물 만났네! 음악 장르, 연주법, 지역 특색까지 전부 말하련다. 멋진 연주와 함께."
2849,프랑켄위니,2012,영화,유일한 친구인 강아지를 사고로 잃고 슬퍼하는 소년. 과학 실험시간에 얻은 아이디어로 다시 강아지를 살려낸다. 꿰맨 자국투성이라는 것만 빼면 예전 그대로. 보고 싶었어!
2850,프랭크와 신디,2015,영화,다큐멘터리 영화가 원작인 이 코미디 드라마에서 학생 영화감독인 주인공은 억울해하는 엄마와 한물간 록스타 새아빠에게 복수할 마음으로 두 사람의 삶을 카메라에 담는다.
2851,프랑코 에스카미야: 웃기려고 태어났다,2018,영화 NETFLIX ORIGINAL,"운도 지지리 없던 무명 시절, 일상이 코미디였지. 하지만 지금은 잘나가는 프랑코 에스카미야, 괜찮은 에피소드를 건질 수가 없어. 그래서 발로 뛴다, 농담거리를 찾아서!"
2852,혁신의 데스크 소차니,2016,영화,"30년간 이탈리아 《보그》의 편집장으로 활약하며 패션계에 센세이션을 일으킨 프랑카 소차니. 그녀의 일과 삶을 관찰자의 시선으로, 때론 아들의 시선으로 담은 다큐멘터리."
2853,자백 게임,2007,영화,아내를 살인했다는 혐의를 받고 있는 테드 크로포드와 젊은 지방검사보 사이의 두뇌 싸움 이야기
2854,포미니츠,2006,영화,수감자들에게 피아노를 가르치는 노년의 음악 교사. 복역 중인 소녀에게서 천재성을 발견하고 재능을 키워주기 위해 노력을 아끼지 않는다.
2855,4번의 크리스마스,2008,영화,"이렇게 바쁘고 복잡한 크리스마스가 또 있을까? 케이트와 브래드 부부는 각각의 부모가 모두 이혼하고 재혼한 탓에 크리스마스 파티만 4번을 치른다. 시시 스페이섹, 로버트 듀발, 존 보이트 등 노년을 맞은 배우들이 두 사람의 부모를 연기했다."
2856,파울볼,2015,영화,이 다큐멘터리는 한국 최초의 독립 야구단인 고양 원더스의 탄생부터 갑작스러운 해체에 이르기까지 이들의 모든 것을 다룬다.
2857,포레스트 검프,1994,영화,"전쟁 영웅에서 유명 인사로, 억만장자에서 예언자로. 세상에서 가장 특별한 머리와 멋진 다리를 가진 남자의 지그재그 질주. 세상도 운명도, 그를 따라잡진 못할 것이다."
2858,칼보다 포크,2011,영화,"두 명의 식품 과학자의 연구에 따르면 가공식품의 인기로 인해 비만, 당뇨 및 기타 질병이 엄청난 속도로 확산되었다고 한다."
2859,기억의 밤,2017,영화,"평범한 삼수생 진석은 자꾸 이상한 생각이 든다. 납치됐다 돌아온 형이 아무리 봐도 다른 사람인 것. 형은 어디로 사라졌나, 진상을 쫓던 그는 엄청난 사실과 마주한다."
2860,용서,2010,영화,"이슬람교를 정식종교로 채택, 태어날 때부터 부모의 종교를 반드시 따라야만 하는 이스라엘 내의 팔레스타인 자치구에는 현재 약 100여명 이상의 숨은 크리스천이 살고 있다. 이들은 꿈에서 계시를 받아, 혹은 우연히 성경 말씀을 접하는 등 기적처럼 예수님을 만나게 되었다. 그럼에도 불구하고 이들은 예배를 드리기 위해서 모두가 잠든 새벽, 산에 올라가거나 가정집에 모여 은밀히 기도해야 한다. 바로 이슬람교를 배반한 사람들은 반드시 처단해야 한다는 이슬람 교리 교육 때문에 이들의 생명이 위협받고 있기 때문! 가자지구와 서안지구(West Bank)를 둘러싼 유대인과 팔레스타인 사람들의 끝없는 영토분쟁과 종교갈등… 해결되지 않을 것만 같은 그 숨막히는 긴장 속에 예수님의 사랑으로 서로를 용서하고 하나가 되었음을 선포하는 희망의 노래가 지금 시작되고 있다."
2861,우리 빚을 사하여 주옵시고,2018,영화 NETFLIX ORIGINAL,"빚 독촉에 시달리는 실업자. 그가 살아남을 길은 수금업자를 대신해 다른 이들의 빚을 받아내는 것뿐이다. 하지만 악마와의 거래, 거기에는 치명적인 대가가 따른다."
2862,사랑이 어떻게 변하니?,2008,영화,"유명 여배우와 사귄 게 죄인가요? 이별 통보를 받은 남자는 눈물 마를 새가 없다. 그리고 마음을 다잡으러 떠난 하와이, 새 애인과 동행한 그녀와 딱 마주친다. 오, 신이시여!"
2863,우리 생애 최고의 순간,2008,영화,"팀 결성에서 2004년 올림픽 출전에 이르기까지, 한국 여자 핸드볼팀의 좌충우돌 감동 실화가 펼쳐진다."
2864,예루살렘 그라운드의 무슬림 선수,2016,영화,무슬림 선수 2명의 입단으로 베이타르 예루살렘 축구 구단이 분란에 휩싸이면서 이스라엘 사회의 뿌리 깊은 인종주의가 그 처절한 민낯을 드러낸다.
2865,"샤페코엔시여, 영원하라",2018,영화,"71명의 목숨을 앗아가며 전 세계를 충격에 빠뜨린 2016년 전세기 추락 사고. 브라질 샤페코엔시 축구팀은 이 사고로 선수 대부분을 잃지만, 팀의 역사는 그날 끝나지 않았다. 그동안 일궈낸 눈부신 성장을 이어나가려 다시 일어섰으니."
2866,돌아온 포스,2016,영화,절친한 친구와 다른 첩보원 두 명의 죽음을 수사하는 전직 경찰. 곧 부다페스트 주재 인도 대사관에서 활동하는 스파이의 정체를 알게 된다.
2867,금지된 게임: 저스틴 파샤누 스토리,2017,영화,난 게이다! 커밍아웃한 최초의 게이 축구 선수 저스틴 파샤누. 영국 1부 리그 출신으로 10년간 잉글랜드를 주름잡았던 축구 영웅의 비극적인 삶의 궤적을 따라가 본다.
2868,사탄의 사자: 망자의 저주,2015,영화,한 지도 제작자가 우크라이나 깊은 숲 속을 이동하다가 악령이 깃들고 무시무시한 괴물에게 시달리는 외딴 마을에 발이 묶이게 된다.
2869,FOR THE LOVE OF A MAN,2015,영화,오랜 인기를 유지하는 타밀 수퍼스타 라지니칸트의 열성 팬들은 단순한 영웅 숭배와 흔들림 없는 종교적 광신 사이의 경계를 넘나든다.
2870,스폭에 대한 사랑으로,2016,영화,배우 레너드 니모이의 아들이 감독한 감동적인 다큐멘터리. 《스타트렉》의 인기 캐릭터 스폭 역을 맡은 니모이가 50년 동안 펼친 연기를 조명한다.
2871,황제를 위하여,2014,영화,"실각한 전직 야구선수는 악덕 사채업자 조직에서 승진을 거듭하며 위세를 떨치지만, 사랑하는 여인이 사라지자 무자비한 사채업자와 전쟁에 나선다."
2872,그레이스를 위해,2015,영화,"부모님의 불화로 얼룩진 유년기를 요리에 대한 열정 하나로 극복한 커티스 더피 셰프. 그가 ""그레이스"" 레스토랑 개업을 준비하며 험난했던 지난날을 회고한다."
2873,인생 순례길 산티아고,2015,영화,스페인 북부 산티아고 순례길을 따라가는 다큐멘터리. 총 40일 동안 800km에 이르는 험로에 도전해 체력과 신앙을 시험하는 용감한 10인의 여정을 뒤쫓는다.
2874,이탈리안 키친: 음식의 이민사,2017,영화,"이탈리아 요리는 어떻게 아메리카 대륙까지 건너왔을까? 어떻게 현지 적응에 성공했으며, 또 조국의 음식 문화엔 어떤 영향을 미쳤을까? 그 모든 답을 찾아보는 다큐멘터리."
2875,푸 파이터스: 그래도 우리는 앞으로 간다,2011,영화,"초창기 데모 테이프부터 2011년도 앨범 《웨이스팅 라이트》의 탄생까지, 록 밴드 '푸 파이터스'의 역사를 생생히 그려낸 다큐멘터리."
2876,#팔로우미,2017,영화,사진 하나 올리고 5천 달러를 버는 인플루언서가 있다! 이 말에 소셜 미디어 유명 인사가 되어 큰돈을 벌어보겠다고 다짐한 영화감독. 미국 실리콘밸리를 포함해 세계 곳곳을 누비며 SNS로 명예와 부를 거머쥐는 험난한 길을 탐구한다.6
2877,혈적자 2,1978,영화,"광기의 시대, 청나라 황제의 공포 정치가 극에 달한 시기. 폭군이 백성을 지배할 순 있어도 이들의 마음을 얻을 순 없는 법. 그리하여 폭정에 분연히 일어난 한 남자가 황제에 대적할 무기를 만드는데. 피의 대가, 반드시 치르게 하리라."
2878,플러쉬,2006,영화,상류층 쥐 로디가 시궁창 쥐 시드에 의해 변기 물에 휩쓸려 내려 가면서 래트로폴리스의 하수도에서 무모한 모험을 펼친다.
2879,FLOYD NORMAN: AN ANIMATED LIFE,2016,영화,"디즈니 애니메이터 플로이드 노먼의 특별한 커리어를 담은 다큐멘터리 영화. 매혹적인 오리지널 애니메이션과 인터뷰, 자료 화면을 조화롭게 버무려냈다."
2880,플라워,2014,영화,놓쳐 버린 사랑과 남은 추억을 상징하는 신비한 부케가 한 여성에게 전달되면서 세 사람의 삶이 돌이킬 수 없는 변화를 맞는다.
2881,강 넘어 강,2015,영화,결혼을 앞둔 여성이 급류 타기에 참가하게 되지만 우연히도 그녀가 정자를 제공받은 남성도 참가해 있다. 한편 베를린에 있는 약혼자 앞에 옛 애인이 나타난다.
2882,플립,2015,영화,사고로 뒤집힌 차 안에 갇혀 휴대폰으로 애타게 도움을 청하는 모델. 가까스로 연결된 낯선 남자에게서 이해할 수 없는 이상한 요구를 받는다.
2883,우리의 계절은,2018,영화 NETFLIX ORIGINAL,"추억, 사랑, 그리고 내일. 이슬비처럼 촉촉하고 태양처럼 빛나는 시절을 살아가는 청춘의 이야기가 시작된다. 중국의 세 도시를 배경으로 펼쳐지는 옴니버스 애니메이션."
2884,메인에서 다섯 밤을,2015,영화,자동차 사고로 아내를 잃고 비탄에 빠진 남자가 평소 거리를 두고 지내온 장모를 만나러 메인 주로 향한다. 그렇게 만난 두 사람은 서로의 아픔을 보듬어주려 애쓴다.
2885,크로스핏: 극한 스포츠의 최강자,2017,영화,세계 최고의 피트니스 강자라는 타이틀을 향한 크로스핏 선수들의 지칠 줄 모르는 도전! 크로스핏의 역사와 폭발적인 인기도 함께 들여다본다.
2886,전설의 주먹,2013,영화,"고교 시절 전설의 파이터들이 다시 붙었다! 꿈을 접은 자영업자, 평범한 회사원, 한물간 삼류 건달. 세 사람이 25년 만에 벌이는 링 위의 한판 승부. 새로운 전설의 주인공은?"
2887,진구세주전설 북두의권 유리아전,2007,영화,"충성스러운 개 토비와 함께 숙명을 따르게 되는 유리아의 성장기가 펼쳐진다. 켄시로, 레이와 오빠 류우가도 제각기 유리아의 삶에 큰 영향을 미친다."
2888,진구세주전설 북두의권 토키전,2008,영화,평화주의자 토키는 북두신권을 치료에 쓰는 법을 발명하지만 형 라오우와 갈등한 뒤 감옥에 갇혔던 숨은 과거가 있다.
2889,진구세주전설 북두의권ZERO켄시로전,2008,영화,"신의 손아귀에서 패배를 당한 후 기진맥진한 켄시로는 노예 상인에게 잡히지만, 자신보다 약한 이들을 보호하기 위해 이들 곁에 머문다."
2890,피시 피플: 그래서 바다로 갔다,2017,영화,"서퍼, 스피어 피싱 전문가, 장거리 수영 선수, 사진작가. 바다에서 인생의 목적과 의미를 찾는 사람들의 이야기. 각기 다른 배경을 가진 이들은 바다에서 무엇을 발견했을까."
2891,사탄의 아이,2016,영화,그림자처럼 뒤쫓는 의문의 악령으로부터 딸을 지키려는 젊은 부부의 사투를 그린 영화.
2892,그들이 아버지를 죽였다,2017,영화 NETFLIX ORIGINAL,어느 날 갑자기 시작된 크메르 루주의 공포정치. 다섯 살 캄보디아 소녀 로웅은 살아남기 위한 고난의 여정을 떠난다. 죽음의 한가운데를 맨발로 헤쳐간 생존자의 이야기.
2893,퍼스트 매치,2018,영화 NETFLIX ORIGINAL,위탁 가정에서 쫓겨나도 거리에서 떠돌면 그만. 멋대로 살아온 10대 소녀가 남학생뿐인 레슬링 팀에 들어간다. 전과자 아버지와 함께 살기 위한 그녀의 선택은 테이크다운!
2894,첫 접촉:잃어버린 아마존 부족을 찾아서,2016,영화,한 인류학자가 아마존 밀림을 파고들어 오랜 세월 잊혔던 부족의 출현이 철저히 고립된 인간 삶의 끝을 알리는 신호탄은 아닌지 알아본다.
2895,벽난로 4K: 가상의 따뜻한 자작나무 벽난로,2015,영화,4K 울트라 HD 최초로 크리스마스 벽난로를 장작 타는 소리와 함께 선명한 고해상도 화면으로 보여준다. 연말연시의 온기를 느낄 수 있는 영상.
2896,벽난로 4K: 탁탁 타오르는 가상의 가정집 벽난로,2015,영화,"4K UHD로 처음 선보이는 영상. 믿을 수 없이 선명한 화질로 실제 벽난로의 모습을 보여준다. 타오르는 불꽃, 장작불 타는 소리와 함께 따뜻한 분위기를 선사한다."
2897,심연의 반딧불이,2015,영화,더 나은 삶을 위해 불법 광산에서 일하는 용감한 11세 소년 수라지 등 인도 북동부에서 일하는 광부들의 이야기를 살펴본다.
2898,파이어드 업,2009,영화,고교 미식축구팀의 잘 나가는 스타 선수 두 명이 팀의 훈련 캠프는 내팽개치고 치어리더팀을 돕겠다고 지원한다.
2899,피 속의 혈투,2012,영화,아프리카의 AIDS 위기를 다룬 딜런 모한 그레이 감독의 다큐멘터리. 생명을 살리는 HIV 치료제의 가격을 낮추기 위해 제약 회사들과 싸우는 활동가들의 모습을 담았다.
2900,FIRAAQ,2008,영화,"인도 구자라트에서 발생한 폭동으로 3천 명의 이슬람교도가 목숨을 잃는 비극이 발생한 후, 소수의 평범한 시민들은 폭동의 비극적인 여파를 극복하고자 힘쓴다."
2901,니모를 찾아서,2003,영화,오스카상을 수상한 모험 애니메이션. 용감한 물고기 말린과 도리는 말린의 잃어버린 아들 니모를 찾기 위해 물속 세계로의 모험을 떠난다.
2902,김종욱 찾기,2010,영화,"‘첫사랑 찾기 사무소’를 연 기준. 첫 고객인 지우의 첫사랑 찾기에 사활을 걸고 함께 팔도강산을 누빈다. 시작부터 티격태격인 둘, 과연 첫사랑 김종욱을 찾을 수 있을까?"
2903,파인더스 키퍼스,2015,영화,"중고 그릴 안에서 절단된 다리를 발견한 섀넌 위스난트는 대중매체에 정보를 팔아넘기려 하지만, 다리의 주인이 나타난다."
2904,걸 21,2015,영화,젊은 여성을 숲속으로 유인한 후 무참히 살해하는 게임을 즐기는 소시오패스 그룹. 다음 목표로 삼은 소녀가 숙련된 킬러라도 즐길 수 있을까?
2905,시네마,2012,영화,"미국 다큐멘터리 제작진을 목표물로 했던 이슬람 군대가 실수로 인도 배우를 인질로 잡게되고, 마을의 젊은 영화 애호가들과 친해지게 된다."
2906,FIGARO PHO,2008,영화,별난 꼬마 피가로는 각각의 알파벳에 해당하는 공포증을 모두 가지고 있다. 대사가 없는 이 애니메이션 단편 시리즈에서는 A부터 Z까지 다양한 공포증을 다룬다.
2907,그레이의 50가지 그림자,2015,영화,"비밀에 싸인 억만장자 사업가와 때 묻지 않은 순수한 감성의 여대생. 둘은 정반대인 서로에게 매력을 느끼고, 남자는 여자가 이제껏 몰랐던 쾌락의 세상을 보여준다. 새로운 경험에 눈을 뜨는 여자, 하지만 정작 변해가는 것은 어느 쪽일까?"
2908,피프티,2015,영화,이제 50대를 바라보는 네 명의 성공한 여성이 나이지리아 라고스에서 일주일을 보내며 그들의 삶과 사랑에 대해 뒤돌아본다.
2909,펜스,2016,영화,"1950년대 피츠버그. 한때 촉망받는 야구선수였으나 지금은 그저 평범한 가장. 흑인이라는 이유로 꿈을 접어야 했던 그에게 이제 남은 것은 가족뿐. 세상 무엇보다 소중하기에 꼭 지키고픈 가족이지만, 때로는 그 마음을 몰라줄 때도 있다."
2910,페미니스트: 닫힌 문을 열고,2018,영화 NETFLIX ORIGINAL,여성운동이 활발하던 70년대 미국. 한 사진작가가 당대 여성들의 꾸밈없는 표정을 렌즈에 담았다. 현재 그들은 어떤 모습일까? 페미니즘이 뒤바꾼 그들의 삶을 돌아본다.
2911,힙합이 웰빙을 노래할 때,2017,영화,"유명 뮤지션 및 운동선수들이 힙합 팬들을 향해 충고한다! 꾸준한 운동과 건강한 식습관, 마음 수련의 중요성을 역설하는 그들의 솔직담백한 메시지가 담긴 다큐멘터리."
2912,라스베가스의 공포와 혐오,1998,영화,"두 남자가 근사한 차를 타고 라스베이거스로 향한다. 한 사람은 모터사이클 경주를 취재하러 가는 스포츠 기자, 그리고 다른 한 명은 변호사. 누가 봐도 제정신이 아닌 두 사람. 이들이 사흘 동안 펼치는 몽롱(?)한 모험을 따라가 보자."
2913,파더 앤 도터,2015,영화,"엄마가 떠나고 아빠가 무너졌다. 그 속에서 어린 딸은 아무도 사랑할 수 없는 여인으로 성장한다. 20여 년 전 기억을 담은 아빠의 책에서, 딸은 이제 사랑을 배울 수 있을까."
2914,아버지의 의자,2012,영화,"소심한 10대 아들이 갑자기 실종되자, 불행한 결혼생활을 하던 상파울루의 의사는 단서를 하나하나 모아가며 아들을 찾아 나선다."
2915,못 말리는 부자들,2018,영화 NETFLIX ORIGINAL,"대학을 갓 졸업하고 집으로 돌아온 두 친구. 장난삼아 한심한 논쟁을 벌인다. 우리 아버지 중 누가 더 셀까? 그런데 아버지들, 왜 진지하게 받아들이고 그래요!"
2916,운명의 밤: 무한의 검제,2010,영화,성배의 주인을 결정하는 비밀 대회의 출전자로 선택된 고등학생 린과 시로는 의기투합하여 힘을 합친다.
2917,그놈이다,2015,영화,내 여동생이 죽어서 돌아왔다. 천도재를 치르던 중 놋그릇이 흘러간 곳에 서 있던 남자. 그리고 죽음을 보는 동네 소녀의 끔찍한 환영. 증거도 목격자도 없지만 그놈이다!
2918,분노의 질주: 언리미티드,2011,영화,"돔의 탈옥을 도운 브라이언과 미아. 이후 브라질에서 레이싱 팀을 만들려 하지만, 막강한 권력을 쥔 마약상과 냉혹한 정부 요원이 이들의 목숨을 노리는데. 거대한 음모와 액션의 한마당, 이제 손에 땀을 쥘 일만 남았다!"
2919,분노의 질주: 더 오리지널,2009,영화,"경찰에 쫓기는 범법자와 LA 경찰이 팀을 꾸렸다. 한 사람은 사랑하는 사람의 복수를 위해, 한 사람은 친구의 복수를 위해. 목숨을 건 이들의 숨 가쁜 추격전이 이전 시리즈를 가히 능가하는 과감한 액션을 선사한다."
2920,스웩남 파리의 살롱 드 코미디,2018,영화 NETFLIX ORIGINAL,"맛깔난 재담? 멋진 스타일? 프랑스 코미디 천재, 파리의 재능이 이뿐일까. 배려와 관용 뒤에 숨겨진 무관심과 차별을 폭로하라! 그의 무대에 갈채가 쏟아지는 진짜 이유."
2921,"페어웰, 마이 퀸",2012,영화,"혁명으로 인해 루이 16세의 왕좌가 위태로워지자, 마리 앙투아네트는 갑작스러운 탈출에 대비하여 시녀에게 자신의 대역을 해달라고 부탁한다."
